# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
# Bourg de l'étoile (2) - Route 1 (5)
# ROUTE 15 gauche (207) - ROUTE 19 (128)
207,W,40,128,E,0
# filler parmanie (755) - ROUTE 19 (128)
755,E,0,128,W,0
# ROUTE 15 gauche (207) - PARMANIE (129)
207,W,0,129,E,0
# filler parmanie (755) - PARMANIE (129)
755,N,11,129,S,0
# ROUTE 18  (133) - PARMANIE (129)
133,E,0,129,W,11
# ROUTE 17 (131) - ROUTE 16 cycle (134)
131,N,0,134,S,0
# ROUTE 24 (136) - ROUTE 9 (194)
136,S,46,194,N,0
# ROUTE 25 (137) - ROUTE 24 (136)
137,W,1,136,E,0
# ROUTE 10 (202) - ROUTE 24 (136)
202,N,0,136,S,118
# ROUTE 3 (139) - ROUTE 4 (201)
139,N,61,201,S,0
# Filler 2 (738) - ROUTE 3 (139)
738,S,0,139,N,2
# ROUTE 5 (142) - ROUTE 4 (148)
142,W,0,148,E,44
# ROUTE 2 (146) - Jadielle roche (733)
146,W,64,733,E,0
# ROUTE 22 (200) - ROUTE 2 (146)
200,N,52,146,S,0
# ROUTE 12 (204) - ROUTE 8 (193)
204,W,0,193,E,27
# ROUTE 10 (202) - ROUTE 9 (194)
202,W,0,194,E,0
# ROUTE 13 (197) - ROUTE 14 (198)
197,W,0,198,E,0
# ROUTE 12 (205) - ROUTE 13 (197)
205,S,0,197,N,47
# MAP729 (729) - ROUTE 13 (197)
729,S,2,197,N,0
# ROUTE 12 (205) - ROUTE 14 (198)
205,S,0,198,N,70
# MAP729 (729) - ROUTE 14 (198)
729,S,0,198,N,21
# ROUTE 15 droit (208) - ROUTE 14 (198)
208,E,0,198,W,26
# Route 14 grass filler 2 (219) - ROUTE 14 (198)
219,N,0,198,S,0
# ROUTE 22 (200) - Jadielle roche (733)
200,N,32,733,S,0
# Filler (737) - ROUTE 4 (201)
737,E,0,201,W,8
# Route 10 Lavender filler (212) - Route 10  (203)
212,E,0,203,W,41
# MAP729 (729) - ROUTE 12 (205)
729,E,0,205,W,104
# ROUTE 11  (215) - ROUTE 12 (205)
215,E,0,205,W,56
# Route 14 grass filler 2 (219) - ROUTE 15 droit (208)
219,W,0,208,E,35
# Blue sea right (211) - ROUTE 20 Right (210)
211,S,0,210,N,6
# Route 216 (511) - HOENN (258)
511,0,0,258,52,79
# Sandgem Town (262) - Route 201 (309)
262,W,3,309,E,0
# Sandgem Town (262) - Extra trees (311)
262,W,32,311,E,0
# Twinleaf Town (307) - Sandgem Town (262)
307,N,66,262,S,0
# Twinleaf Town (307) - Route 201 (309)
307,N,0,309,S,24
# Extra trees (311) - Route 201 (309)
311,N,0,309,S,64
# ROUTE 29 (340) - NEW BARK TOWN (334)
340,E,1,334,W,0
# ROUTE 30 (345) - CHERRYGROVE CITY (338)
345,S,0,338,N,14
# ROUTE 29 (340) - CHERRYGROVE CITY (338)
340,W,4,338,E,0
# ROUTE 29 (340) - ROUTE 30 (345)
340,W,0,345,E,57
# ROUTE 30 (345) - ROUTE 31 (347)
345,N,0,347,S,16
# ROUTE 44 (351) - MAHOGANY TOWN (349)
351,W,0,349,E,0
# Route 217 (512) - Route 216 (511)
512,S,2,511,N,0
# Collège Kadic (672) - Parc (666)
672,105,0,666,0,0
# Parc Safari (757) - Zone Electrik (768)
757,E,0,768,W,0
# Zone Psy Poison (761) - Zone Electrik (768)
761,S,148,768,N,0
# Zone Normale (764) - Zone Electrik (768)
764,E,41,768,W,0
# Zone Insect Fée (762) - Zone Electrik (768)
762,S,98,768,N,0
# Zone Glace Vol (765) - Zone Electrik (768)
765,E,97,768,W,0
# Zone Spectre Ténèbres (767) - Zone Electrik (768)
767,S,0,768,N,0
# Zone Psy Poison (761) - Parc Safari (757)
761,S,100,757,N,0
# Zone Plante (759) - Parc Safari (757)
759,E,0,757,W,0
# Zone Normale (764) - Parc Safari (757)
764,S,0,757,N,0
# Zone Insect Fée (762) - Parc Safari (757)
762,E,41,757,W,0
# Zone Spectre Ténèbres (767) - Parc Safari (757)
767,W,41,757,E,0
# Zone Plante (759) - Zone Psy Poison (761)
759,W,0,761,E,41
# Zone Eau (760) - Zone Psy Poison (761)
760,N,0,761,S,0
# Zone Insect Fée (762) - Zone Psy Poison (761)
762,W,0,761,E,0
# Zone Glace Vol (765) - Zone Psy Poison (761)
765,S,0,761,N,100
# Zone Normale (764) - Zone Plante (759)
764,W,41,759,E,0
# Zone Eau (760) - Zone Plante (759)
760,E,0,759,W,0
# Zone Insect Fée (762) - Zone Plante (759)
762,S,0,759,N,0
# Zone Glace Vol (765) - Zone Plante (759)
765,W,97,759,E,0
# Zone Spectre Ténèbres (767) - Zone Plante (759)
767,S,0,759,N,98
# Zone Eau (760) - Zone Normale (764)
760,N,100,764,S,0
# Zone Insect Fée (762) - Zone Normale (764)
762,E,0,764,W,0
# Zone Glace Vol (765) - Zone Normale (764)
765,S,0,764,N,0
# Zone Spectre Ténèbres (767) - Zone Normale (764)
767,W,0,764,E,0
# Zone Insect Fée (762) - Zone Eau (760)
762,W,41,760,E,0
# Zone Spectre Ténèbres (767) - Zone Eau (760)
767,S,0,760,N,148
# Zone Glace Vol (765) - Zone Insect Fée (762)
765,W,56,762,E,0
# Zone Spectre Ténèbres (767) - Zone Glace Vol (765)
767,W,0,765,E,56
